code,description,phenotype,terminology
170745003,Diabetic on diet only (finding),diabetes,snomed
170747006,Diabetic on insulin (finding),diabetes,snomed
127014009,Peripheral angiopathy due to diabetes mellitus (disorder),diabetes,snomed
424736006,Peripheral neuropathy due to diabetes mellitus (disorder),diabetes,snomed
401081006,Diabetic peripheral neuropathy screening (regime/therapy),diabetes,snomed
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),diabetes,snomed
722161008,Diabetic retinal eye exam (procedure),diabetes,snomed
25412000,Microaneurysm of retinal artery due to diabetes mellitus (disorder),diabetes,snomed
399866003,Venous beading of retina due to diabetes mellitus (disorder),diabetes,snomed
4855003,Retinopathy due to diabetes mellitus (disorder),diabetes,snomed
408384004,Diabetic retinopathy 12 month review (finding),diabetes,snomed
408385003,Diabetic retinopathy 6 month review (finding),diabetes,snomed
721103006,Diabetic retinopathy of eye not detected (situation),diabetes,snomed
775841000000109,Diabetic retinopathy detected by national screening programme (disorder),diabetes,snomed
134395001,Diabetic retinopathy screening (procedure),diabetes,snomed
238984005,Rubeosis faciei due to diabetes mellitus (disorder),diabetes,snomed
237621004,Severe hyperglycemia due to diabetes mellitus (disorder),diabetes,snomed
422183001,Skin ulcer due to diabetes mellitus (disorder),diabetes,snomed
232023006,Traction detachment of retina due to diabetes mellitus (disorder),diabetes,snomed
312910009,Vitreous hemorrhage due to diabetes mellitus (disorder),diabetes,snomed
402864004,Wet gangrene of foot due to diabetes mellitus (disorder),diabetes,snomed
307141000000102,Did not attend dose adjustment for normal eating diabetes structured education programme (finding),diabetes,snomed
307171000000108,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme (finding),diabetes,snomed
306861000000107,Did not attend diabetes structured education programme (finding),diabetes,snomed
307201000000109,Did not attend expert patient education versus routine treatment diabetes structured education programme (finding),diabetes,snomed
1098011000000102,Did not commence remote structured diabetes education and support programme (situation),diabetes,snomed
306961000000101,Did not complete dose adjustment for normal eating diabetes structured education programme (situation),diabetes,snomed
306991000000107,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme (situation),diabetes,snomed
306931000000106,Did not complete diabetes structured education programme (situation),diabetes,snomed
307021000000105,Did not complete expert patient education versus routine treatment diabetes structured education programme (situation),diabetes,snomed
314010006,Diffuse exudative maculopathy due to diabetes mellitus (disorder),diabetes,snomed
312906006,Non-high-risk proliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
770096002,Erectile dysfunction due to diabetes mellitus (disorder),diabetes,snomed
716031000000106,Excepted from diabetes quality indicators - informed dissent (finding),diabetes,snomed
717421000000100,Excepted from diabetes quality indicators - patient unsuitable (finding),diabetes,snomed
374631000000101,Excluded from diabetic retinopathy screening as deceased (finding),diabetes,snomed
306531000000104,Expert patient education versus routine treatment diabetes structured education programme completed (situation),diabetes,snomed
314011005,Focal exudative maculopathy due to diabetes mellitus (disorder),diabetes,snomed
170757007,Fundoscopy - diabetic check (regime/therapy),diabetes,snomed
713704004,Gastroparesis due to diabetes mellitus (disorder),diabetes,snomed
312907002,High risk proliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
441656006,Hyperglycemic crisis due to diabetes mellitus (disorder),diabetes,snomed
735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis (disorder),diabetes,snomed
367261000119100,Hyperosmolarity due to drug induced diabetes mellitus (disorder),diabetes,snomed
237633009,Hypoglycemia due to diabetes mellitus (disorder),diabetes,snomed
237632004,Hypoglycemic event due to diabetes (disorder),diabetes,snomed
373041000000101,Impaired vision due to diabetic retinopathy (finding),diabetes,snomed
419100001,Infection of foot due to diabetes mellitus (disorder),diabetes,snomed
237618001,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),diabetes,snomed
314014002,Ischemic maculopathy due to diabetes mellitus (disorder),diabetes,snomed
201250006,Ischemic ulcer of foot due to diabetes mellitus (disorder),diabetes,snomed
1102351000000105,Ketosis-prone diabetes mellitus (disorder),diabetes,snomed
890171006,Ketosis-prone diabetes mellitus (disorder),diabetes,snomed
197605007,Nephrotic syndrome due to diabetes mellitus (disorder),diabetes,snomed
923461000000103,Lifestyle education for diabetes (procedure),diabetes,snomed
170766006,Loss of hypoglycemic warning due to diabetes mellitus (disorder),diabetes,snomed
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),diabetes,snomed
445170001,Macroalbuminuric nephropathy due to diabetes mellitus (disorder),diabetes,snomed
236499007,Microalbuminuric nephropathy due to diabetes mellitus (disorder),diabetes,snomed
312903003,Mild nonproliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
769184004,Mild nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),diabetes,snomed
769183005,Mild nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
368711000119106,Mild nonproliferative retinopathy due to secondary diabetes mellitus (disorder),diabetes,snomed
314015001,Mixed maculopathy due to diabetes mellitus (disorder),diabetes,snomed
201252003,Mixed diabetic ulcer - foot (disorder),diabetes,snomed
312904009,Moderate nonproliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
769186002,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),diabetes,snomed
769185003,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
267604001,Myasthenic syndrome due to diabetic mellitus (disorder),diabetes,snomed
201251005,Neuropathic ulcer of foot due to diabetes mellitus (disorder),diabetes,snomed
860711003,No disorder of macula of bilateral eyes due to diabetes mellitus (situation),diabetes,snomed
237635002,Nocturnal hypoglycemia due to diabetes mellitus (disorder),diabetes,snomed
399875001,Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder),diabetes,snomed
399870006,Non-high-risk proliferative retinopathy with no macular edema due to diabetes mellitus (disorder),diabetes,snomed
421966007,Non-ketotic non-hyperosmolar coma due to diabetes mellitus (disorder),diabetes,snomed
816177009,Nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),diabetes,snomed
816178004,Nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
720504004,Not suitable for Diabetes Education and Self Management for Ongoing and Newly Diagnosed program (finding),diabetes,snomed
390855002,On examination - diabetic maculopathy absent both eyes (situation),diabetes,snomed
390854003,On examination - diabetic maculopathy present both eyes (situation),diabetes,snomed
414890007,On examination - left chronic diabetic foot ulcer (finding),diabetes,snomed
394674001,On examination - Left diabetic foot - ulcerated (finding),diabetes,snomed
394676004,On examination - Left diabetic foot at high risk (finding),diabetes,snomed
756381000000100,On examination - Left diabetic foot at increased risk (finding),diabetes,snomed
394675000,On examination - Left diabetic foot at low risk (finding),diabetes,snomed
394681008,On examination - Left diabetic foot at moderate risk (finding),diabetes,snomed
308106006,On examination-Left diabetic foot at risk (finding),diabetes,snomed
408410002,On examination - left eye background diabetic retinopathy (disorder),diabetes,snomed
408412005,On examination - left eye preproliferative diabetic retinopathy (disorder),diabetes,snomed
408414006,On examination - left eye proliferative diabetic retinopathy (disorder),diabetes,snomed
414894003,On examination - left eye stable treated proliferative diabetic retinopathy (disorder),diabetes,snomed
390853009,On examination - no left diabetic retinopathy (situation),diabetes,snomed
390850007,On examination - no right diabetic retinopathy (situation),diabetes,snomed
414906009,On examination - right chronic diabetic foot ulcer (finding),diabetes,snomed
394673007,On examination - Right diabetic foot - ulcerated (finding),diabetes,snomed
394672002,On examination - Right diabetic foot at high risk (finding),diabetes,snomed
756391000000103,On examination - Right diabetic foot at increased risk (finding),diabetes,snomed
394671009,On examination - Right diabetic foot at low risk (finding),diabetes,snomed
394682001,On examination - Right diabetic foot at moderate risk (finding),diabetes,snomed
308105005,On examination-Right diabetic foot at risk (finding),diabetes,snomed
408409007,On examination - right eye background diabetic retinopathy (disorder),diabetes,snomed
408411003,On examination - right eye preproliferative diabetic retinopathy (disorder),diabetes,snomed
408413000,On examination - right eye proliferative diabetic retinopathy (disorder),diabetes,snomed
414910007,On examination - right eye stable treated proliferative diabetic retinopathy (disorder),diabetes,snomed
417677008,On examination - sight threatening diabetic retinopathy (disorder),diabetes,snomed
416672007,Patient offered diabetes structured education program (situation),diabetes,snomed
407569005,Patient on maximal tolerated therapy for diabetes (finding),diabetes,snomed
232021008,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus (disorder),diabetes,snomed
59276001,Proliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
193349004,Preproliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
385051000000106,Pre-existing diabetes mellitus (disorder),diabetes,snomed
106281000119103,Pre-existing diabetes mellitus in mother complicating childbirth (disorder),diabetes,snomed
609563008,Pre-existing diabetes mellitus in pregnancy (disorder),diabetes,snomed
199231005,Pre-existing malnutrition-related diabetes mellitus (disorder),diabetes,snomed
769182000,Preproliferative retinopathy of left eye due to diabetes mellitus (disorder),diabetes,snomed
769181007,Preproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
62260007,Pretibial pigmental patches due to diabetes mellitus (disorder),diabetes,snomed
399862001,High risk proliferative retinopathy without macular edema due to diabetes mellitus (disorder),diabetes,snomed
312908007,Quiescent proliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
232022001,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus (disorder),diabetes,snomed
1110921000000100,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation (procedure),diabetes,snomed
143401000000102,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation using preferred method of communication (procedure),diabetes,snomed
39181008,Radiculoplexus neuropathy due to diabetes mellitus (disorder),diabetes,snomed
390890005,Refer to diabetic foot screener (procedure),diabetes,snomed
306701000000102,Referral to dose adjustment for normal eating diabetes structured education programme (procedure),diabetes,snomed
860981000000106,Referral to dose adjustment for normal eating diabetes structured education programme declined (situation),diabetes,snomed
306741000000104,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme (procedure),diabetes,snomed
781161000000107,Referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined (situation),diabetes,snomed
415270003,Referral to diabetes structured education program (procedure),diabetes,snomed
306771000000105,Referral to expert patient education versus routine treatment diabetes structured education programme (procedure),diabetes,snomed
1108741000000109,Referral to Healthy Living for People with Diabetes online self-management programme (procedure),diabetes,snomed
1108731000000100,Referral to online diabetes structured education programme (procedure),diabetes,snomed
1097131000000105,Remote diabetes structured education and support programme commenced (situation),diabetes,snomed
1097141000000101,Remote diabetes structured education and support programme completed (situation),diabetes,snomed
313340009,Seen in diabetic eye clinic (finding),diabetes,snomed
312905005,Severe nonproliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
769188001,Severe nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),diabetes,snomed
769187006,Severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
399872003,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder),diabetes,snomed
399873008,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus (disorder),diabetes,snomed
773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),diabetes,snomed
860978005,Ulcer of left foot due to diabetes mellitus (disorder),diabetes,snomed
408394009,Under care of diabetic foot screener (finding),diabetes,snomed
399876000,Very severe nonproliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
769190000,Very severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder),diabetes,snomed
399865004,Very severe proliferative retinopathy due to diabetes mellitus (disorder),diabetes,snomed
399871005,Visually threatening retinopathy due to diabetes mellitus (disorder),diabetes,snomed
104941000119109,Retinal ischemia due to type 1 diabetes mellitus,diabetes,snomed
10754881000119104,Diabetes mellitus in mother complicating childbirth (disorder),diabetes,snomed
110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus,diabetes,snomed
127011001,Diabetic sensory polyneuropathy,diabetes,snomed
1491000119102,Diabetic vitreous haemorrhage associated with type II diabetes mellitus,diabetes,snomed
190369008,Type 1 diabetes mellitus with gangrene,diabetes,snomed
198121000000103,Hypoglycaemic warning impaired (disorder),diabetes,snomed
198131000000101,Hypoglycaemic warning good (disorder),diabetes,snomed
230574001,Diabetic acute painful polyneuropathy,diabetes,snomed
230576004,Diabetic asymmetric polyneuropathy,diabetes,snomed
230579006,Diabetic thoracic radiculopathy,diabetes,snomed
237610008,"Acrorenal field defect, ectodermal dysplasia, and lipoatrophic diabetes (disorder)",diabetes,snomed
237612000,"Photomyoclonus, diabetes mellitus, deafness, nephropathy and cerebral dysfunction (disorder)",diabetes,snomed
237616002,"Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities (disorder)",diabetes,snomed
237622006,Poor glycemic control (disorder),diabetes,snomed
238981002,Soft tissue complication of diabetes mellitus,diabetes,snomed
238983004,Diabetic thick skin syndrome,diabetes,snomed
267467004,Diabetes mellitus (&amp; [ketoacidosis]) (disorder),diabetes,snomed
267471001,Diabetes + eye manifestation (&amp; [cataract] or [retinopathy]) (disorder),diabetes,snomed
303059007,Postpancreatectomy hypoinsulinemia (disorder),diabetes,snomed
312909004,Proliferative diabetic retinopathy - iris neovascularisation,diabetes,snomed
314537004,Diabetic optic papillopathy,diabetes,snomed
361216007,Diabetic femoral mononeuropathy,diabetes,snomed
398140007,Somogyi phenomenon (disorder),diabetes,snomed
408539000,Insulin autoimmune syndrome (disorder),diabetes,snomed
413184002,Fibrocalculous pancreatopathy without complication (disorder),diabetes,snomed
735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),diabetes,snomed
761000119102,Diabetic dyslipidemia associated with type 2 diabetes mellitus,diabetes,snomed
769219006,Macular edema due to type 1 diabetes mellitus,diabetes,snomed
81531005,Diabetes mellitus type 2 in obese (disorder),diabetes,snomed
83728000,"Polyglandular autoimmune syndrome, type 2 (disorder)",diabetes,snomed
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,diabetes,snomed
894741000000107,Hypoglycaemic warning absent (disorder),diabetes,snomed
792926007,Armanni-Ebstein kidney due to diabetes mellitus (disorder),diabetes,snomed
722206009,Pancreatic hypoplasia diabetes mellitus congenital heart disease syndrome (disorder),diabetes,snomed
I10,Essential (primary) hypertension,hypertension,icd10
I11,Hypertensive heart disease,hypertension,icd10
I12,Hypertensive renal disease,hypertension,icd10
I13,Hypertensive heart and renal disease,hypertension,icd10
I15,Secondary hypertension,hypertension,icd10
I674,Hypertensive encephalopathy,hypertension,icd10
O10,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",hypertension,icd10
O11,Pre-eclampsia superimposed on chronic hypertension,hypertension,icd10
78975002,Malignant essential hypertension (disorder),hypertension,snomed
89242004,Malignant secondary hypertension (disorder),hypertension,snomed
1201005,Benign essential hypertension (disorder),hypertension,snomed
198942000,Benign essential hypertension complicating pregnancy childbirth and the puerperium (disorder),hypertension,snomed
198944004,Benign essential hypertension complicating pregnancy childbirth and the puerperium - delivered (disorder),hypertension,snomed
198945003,Benign essential hypertension complicating pregnancy childbirth and the puerperium - delivered with postnatal complication (disorder),hypertension,snomed
198946002,Benign essential hypertension complicating pregnancy childbirth and the puerperium - not delivered (disorder),hypertension,snomed
198947006,Benign essential hypertension complicating pregnancy childbirth and the puerperium with postnatal complication (disorder),hypertension,snomed
63287004,Benign essential hypertension in obstetric context (disorder),hypertension,snomed
86041002,Pre-existing hypertension in obstetric context (disorder),hypertension,snomed
10725009,Benign hypertension (disorder),hypertension,snomed
66052004,Benign hypertensive heart AND renal disease (disorder),hypertension,snomed
36221001,Benign hypertensive heart disease (disorder),hypertension,snomed
194767001,Benign hypertensive heart disease with congestive cardiac failure (disorder),hypertension,snomed
77970009,Benign hypertensive heart disease without congestive heart failure (disorder),hypertension,snomed
194785008,Secondary benign hypertension (disorder),hypertension,snomed
38341003,Hypertensive disorder systemic arterial (disorder),hypertension,snomed
275516004,Cardiomegaly due to hypertension (disorder),hypertension,snomed
86234004,Hypertensive heart AND renal disease (disorder),hypertension,snomed
8218002,Chronic hypertension complicating AND/OR reason for care during childbirth (disorder),hypertension,snomed
37618003,Chronic hypertension complicating AND/OR reason for care during pregnancy (disorder),hypertension,snomed
8762007,Chronic hypertension in obstetric context (disorder),hypertension,snomed
117681000119102,Chronic kidney disease stage 1 due to hypertension (disorder),hypertension,snomed
129181000119109,Chronic kidney disease stage 2 due to hypertension (disorder),hypertension,snomed
284991000119104,Chronic kidney disease stage 3 due to benign hypertension (disorder),hypertension,snomed
129171000119106,Chronic kidney disease stage 3 due to hypertension (disorder),hypertension,snomed
129151000119102,Chronic kidney disease stage 4 due to hypertension (disorder),hypertension,snomed
129161000119100,Chronic kidney disease stage 5 due to hypertension (disorder),hypertension,snomed
48146000,Diastolic hypertension (disorder),hypertension,snomed
762463000,Diastolic hypertension co-occurrent with systolic hypertension (disorder),hypertension,snomed
59621000,Essential hypertension (disorder),hypertension,snomed
78808002,Essential hypertension complicating AND/OR reason for care during pregnancy (disorder),hypertension,snomed
72022006,Essential hypertension in obstetric context (disorder),hypertension,snomed
716771000000106,Excepted from hypertension quality indicators - informed dissent (finding),hypertension,snomed
716821000000100,Excepted from hypertension quality indicators - patient unsuitable (finding),hypertension,snomed
194791005,Hypertension caused by drug (disorder),hypertension,snomed
123799005,Renovascular hypertension (disorder),hypertension,snomed
140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),hypertension,snomed
169465000,Hypertension caused by oral contraceptive pill (disorder),hypertension,snomed
185719002,Hypertension monitoring first letter (procedure),hypertension,snomed
310427004,Hypertension monitoring invitation (procedure),hypertension,snomed
1083101000000106,Hypertension monitoring invitation email (procedure),hypertension,snomed
1066941000000104,Hypertension monitoring invitation short message service text message (procedure),hypertension,snomed
185720008,Hypertension monitoring second letter (procedure),hypertension,snomed
1066951000000101,Hypertension monitoring short message service text message first invitation (procedure),hypertension,snomed
1066961000000103,Hypertension monitoring short message service text message second invitation (procedure),hypertension,snomed
1066971000000105,Hypertension monitoring short message service text message third invitation (procedure),hypertension,snomed
185723005,Hypertension monitoring telephone invite (procedure),hypertension,snomed
185721007,Hypertension monitoring third letter (procedure),hypertension,snomed
185722000,Hypertension monitoring verbal invite (procedure),hypertension,snomed
845891000000103,Hypertension resistant to drug therapy (disorder),hypertension,snomed
162659009,Hypertension resolved (finding),hypertension,snomed
194788005,Hypertension secondary to endocrine disorder (disorder),hypertension,snomed
31992008,Secondary hypertension (disorder),hypertension,snomed
401047000,Hypertension treatment declined (situation),hypertension,snomed
397748008,Hypertension with albuminuria (disorder),hypertension,snomed
64715009,Hypertensive heart disease (disorder),hypertension,snomed
706882009,Hypertensive crisis (disorder),hypertension,snomed
132721000119104,Hypertensive emergency (disorder),hypertension,snomed
96751000119106,Hypertensive heart AND chronic kidney disease stage 1 (disorder),hypertension,snomed
96741000119109,Hypertensive heart AND chronic kidney disease stage 2 (disorder),hypertension,snomed
96731000119100,Hypertensive heart AND chronic kidney disease stage 3 (disorder),hypertension,snomed
96721000119103,Hypertensive heart AND chronic kidney disease stage 4 (disorder),hypertension,snomed
194779001,Hypertensive heart and renal disease with (congestive) heart failure (disorder),hypertension,snomed
194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure (disorder),hypertension,snomed
194780003,Hypertensive heart and renal disease with renal failure (disorder),hypertension,snomed
60899001,Hypertensive heart disease without congestive heart failure (disorder),hypertension,snomed
46113002,Hypertensive heart failure (disorder),hypertension,snomed
443482000,Hypertensive urgency (disorder),hypertension,snomed
65518004,Labile diastolic hypertension (disorder),hypertension,snomed
371125006,Labile essential hypertension (disorder),hypertension,snomed
16229371000119106,Labile systemic arterial hypertension (disorder),hypertension,snomed
443402002,Lifestyle education regarding hypertension (procedure),hypertension,snomed
46481004,Low-renin essential hypertension (disorder),hypertension,snomed
70272006,Malignant hypertension (disorder),hypertension,snomed
66610008,Malignant hypertensive heart AND renal disease (disorder),hypertension,snomed
54225002,Malignant hypertensive heart disease (disorder),hypertension,snomed
83105008,Malignant hypertensive heart disease with congestive heart failure (disorder),hypertension,snomed
36315003,Malignant hypertensive heart disease without congestive heart failure (disorder),hypertension,snomed
1078301000112109,Multiple drug intolerant hypertension (disorder),hypertension,snomed
863191000000102,Nocturnal hypertension (disorder),hypertension,snomed
57684003,Parenchymal renal hypertension (disorder),hypertension,snomed
407567007,Patient on maximal tolerated antihypertensive therapy (finding),hypertension,snomed
40511000119107,Postpartum pre-existing essential hypertension (disorder),hypertension,snomed
67359005,Pre-eclampsia added to pre-existing hypertension (disorder),hypertension,snomed
198997005,Pre-eclampsia or eclampsia with pre-existing hypertension (disorder),hypertension,snomed
198999008,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered (disorder),hypertension,snomed
199000005,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication (disorder),hypertension,snomed
199002002,Pre-eclampsia or eclampsia with pre-existing hypertension - not delivered (disorder),hypertension,snomed
199003007,Pre-eclampsia or eclampsia with pre-existing hypertension with postnatal complication (disorder),hypertension,snomed
65402008,Pre-existing hypertension complicating AND/OR reason for care during pregnancy (disorder),hypertension,snomed
199005000,Pre-existing hypertension complicating pregnancy childbirth and puerperium (disorder),hypertension,snomed
199007008,Pre-existing hypertensive heart and renal disease complicating pregnancy childbirth and the puerperium (disorder),hypertension,snomed
199006004,Pre-existing hypertensive heart disease complicating pregnancy childbirth and the puerperium (disorder),hypertension,snomed
199008003,Pre-existing secondary hypertension complicating pregnancy childbirth and puerperium (disorder),hypertension,snomed
1110941000000107,Quality and Outcomes Framework hypertension quality indicator-related care invitation (procedure),hypertension,snomed
143421000000106,Quality and Outcomes Framework hypertension quality indicator-related care invitation using preferred method of communication (procedure),hypertension,snomed
39018007,Renal arterial hypertension (disorder),hypertension,snomed
28119000,Renal hypertension (disorder),hypertension,snomed
198949009,Renal hypertension complicating pregnancy childbirth and the puerperium (disorder),hypertension,snomed
198951008,Renal hypertension complicating pregnancy childbirth and the puerperium - delivered (disorder),hypertension,snomed
198952001,Renal hypertension complicating pregnancy childbirth and the puerperium - delivered with postnatal complication (disorder),hypertension,snomed
198953006,Renal hypertension complicating pregnancy childbirth and the puerperium - not delivered (disorder),hypertension,snomed
198954000,Renal hypertension complicating pregnancy childbirth and the puerperium with postnatal complication (disorder),hypertension,snomed
14973001,Renal sclerosis with hypertension (disorder),hypertension,snomed
73410007,Benign secondary renovascular hypertension (disorder),hypertension,snomed
74451002,Secondary diastolic hypertension (disorder),hypertension,snomed
194783001,Secondary malignant renovascular hypertension (disorder),hypertension,snomed
843841000000109,Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),hypertension,snomed
843821000000102,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),hypertension,snomed
908651000000101,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) with evidence of end organ damage (disorder),hypertension,snomed
908631000000108,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) without evidence of end organ damage (disorder),hypertension,snomed
846371000000103,Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),hypertension,snomed
712832005,Supine hypertension (disorder),hypertension,snomed
59720008,Sustained diastolic hypertension (disorder),hypertension,snomed
429457004,Systolic essential hypertension (disorder),hypertension,snomed
56218007,Systolic hypertension (disorder),hypertension,snomed
428163005,Hypertensive left ventricular hypertrophy (disorder),hypertension,snomed
471521000000108,[X]Hypertensive diseases (disorder),hypertension,snomed
5148006,Hypertensive heart disease with congestive heart failure,hypertension,snomed
1092481000000104,Number of calculated smoking pack years (observable entity),smoking_unsp,snomed
782516008,Number of calculated pack years for cumulative lifetime tobacco exposure (observable entity),smoking_unsp,snomed
I21,Subsequent myocardial infarction,MI,icd10
I22,Subsequent myocardial infarction,MI,icd10
I23,Certain current complications following acute myocardial infarction,MI,icd10
I241,Dressler syndrome,MI,icd10
I252,Old myocardial infarction,MI,icd10
703164000,Acute ST segment elevation myocardial infarction of anterior wall (disorder),MI,snomed
703213009,Acute ST segment elevation myocardial infarction of inferior wall (disorder),MI,snomed
233829003,Acute Q wave infarction - inferior (disorder),MI,snomed
233831007,Acute Q wave infarction - inferolateral (disorder),MI,snomed
304914007,Acute Q wave myocardial infarction (disorder),MI,snomed
401303003,Acute ST segment elevation myocardial infarction (disorder),MI,snomed
840316004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of anterior descending branch of left coronary artery (disorder),MI,snomed
840312002,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of anterior descending branch of left coronary artery (disorder),MI,snomed
840609007,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery (disorder),MI,snomed
896691006,Acute ST segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery (disorder),MI,snomed
846683001,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery (disorder),MI,snomed
868225002,Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery (disorder),MI,snomed
868226001,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery (disorder),MI,snomed
840680009,Acute ST segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery (disorder),MI,snomed
840309000,Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of anterior descending branch of left coronary artery (disorder),MI,snomed
15713121000119105,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion (disorder),MI,snomed
285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery (disorder),MI,snomed
703165004,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder),MI,snomed
15712881000119105,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder),MI,snomed
15712961000119108,Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),MI,snomed
896696001,Acute ST segment elevation myocardial infarction of apex of heart (disorder),MI,snomed
703253007,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder),MI,snomed
12238111000119106,Acute ST segment elevation myocardial infarction of inferolateral wall (disorder),MI,snomed
12238151000119107,Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder),MI,snomed
15712921000119103,Acute ST segment elevation myocardial infarction of lateral wall (disorder),MI,snomed
15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall (disorder),MI,snomed
868224003,Acute ST segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery (disorder),MI,snomed
868217004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery (disorder),MI,snomed
868220007,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery (disorder),MI,snomed
1089471000000109,Acute transmural myocardial infarction (disorder),MI,snomed
57054005,Acute myocardial infarction (disorder),MI,snomed
285721000119104,History of acute ST segment elevation myocardial infarction (situation),MI,snomed
311792005,Postoperative transmural myocardial infarction of anterior wall (disorder),MI,snomed
311793000,Postoperative transmural myocardial infarction of inferior wall (disorder),MI,snomed
129574000,Postoperative myocardial infarction (disorder),MI,snomed
703211006,Subsequent ST segment elevation myocardial infarction (disorder),MI,snomed
703210007,Subsequent ST segment elevation myocardial infarction of anterior wall (disorder),MI,snomed
703209002,Subsequent ST segment elevation myocardial infarction of inferior wall (disorder),MI,snomed
307140009,Acute non-Q wave infarction (disorder),MI,snomed
233828006,Acute non-Q wave infarction - anterolateral (disorder),MI,snomed
401314000,Acute non-ST segment elevation myocardial infarction (disorder),MI,snomed
70422006,Acute subendocardial infarction (disorder),MI,snomed
698593009,History of non-ST segment elevation myocardial infarction (situation),MI,snomed
42531007,Microinfarct of heart (disorder),MI,snomed
314207007,Non-Q wave myocardial infarction (disorder),MI,snomed
311796008,Postoperative subendocardial myocardial infarction (disorder),MI,snomed
703360004,Subsequent non-ST segment elevation myocardial infarction (disorder),MI,snomed
